0,1,2,3,4,5,6,7,8,9
0.499,0.6294,0.7236,0.7874,0.8278,0.847,0.8526,0.8564,0.8644,0.876
0.5012,0.545,0.574,0.5808,0.6236,0.6538,0.701,0.7588,0.8068,0.8616
0.5105999999999999,0.501,0.5052,0.5084,0.522,0.5084,0.5194,0.5186,0.5248,0.5174
0.4868,0.5124,0.5358,0.5424,0.5446,0.5436,0.5458,0.5458,0.5458,0.5458
0.5092,0.6076,0.7002,0.764,0.816,0.842,0.8592,0.8696,0.8674,0.8726
0.49319999999999997,0.5078,0.5092,0.5092,0.5092,0.5092,0.5092,0.5092,0.5092,0.5092
0.4968,0.5138,0.5108,0.501,0.5144,0.5194,0.4986,0.5282,0.5224,0.5212
0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506
0.4868,0.4936,0.4944,0.4944,0.4944,0.4944,0.4944,0.4944,0.4944,0.4944
0.4992,0.532,0.554,0.5664,0.5718,0.572,0.5746,0.5766,0.5792,0.5804
0.503,0.5098,0.5172,0.5172,0.498,0.5046,0.5075999999999999,0.5056,0.493,0.5108
0.5004,0.5778,0.6598,0.7132000000000001,0.7538,0.7648,0.7718,0.7792,0.7882,0.7888
0.4926,0.5698,0.6418,0.6742,0.7114,0.7404,0.747,0.7466,0.7582,0.7628
0.5084,0.5488,0.5768,0.5918,0.5934,0.5934,0.5934,0.5934,0.5934,0.5934
0.514,0.5422,0.5642,0.5776,0.5836,0.5958,0.6022,0.6022,0.6022,0.6022
0.5082,0.5644,0.6408,0.6888,0.7294,0.753,0.7704,0.7976,0.8068,0.8088
0.4916,0.4998,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014
0.4916,0.4924,0.513,0.5044,0.5288,0.5144,0.5,0.5042,0.5272,0.5115999999999999
0.499,0.5648,0.6784,0.749,0.8268,0.8604,0.9062,0.9274,0.9478,0.9556
0.5066,0.5216,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308
0.51,0.5908,0.6688,0.7388,0.8332,0.8704,0.9038,0.918,0.9358,0.9402
