0,1,2,3,4,5,6,7,8,9
0.4852,0.5599999999999999,0.6556,0.734,0.8164,0.878,0.921,0.9504,0.9546,0.961
0.491,0.492,0.5046,0.5208,0.5196,0.5105999999999999,0.5056,0.5154,0.489,0.4908
0.4976,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986
0.4838,0.5164,0.5344,0.545,0.551,0.551,0.554,0.554,0.554,0.554
0.5008,0.5156,0.517,0.5282,0.5118,0.5198,0.5222,0.52,0.509,0.525
0.5012,0.5396,0.5512,0.5862,0.638,0.6828,0.7592,0.8394,0.8976,0.9430000000000001
0.517,0.5028,0.5154,0.5122,0.536,0.5232,0.5357999999999999,0.549,0.5366,0.5502
0.4996,0.5498,0.5718,0.59,0.5992,0.6012,0.6038,0.6038,0.6038,0.6038
0.4976,0.509,0.5196,0.5074,0.507,0.518,0.5228,0.5068,0.5134,0.5022
0.4986,0.5908,0.6592,0.735,0.7724,0.8172,0.8276,0.8514,0.87,0.876
0.5008,0.5074,0.509,0.505,0.5,0.5244,0.528,0.5466,0.5326,0.558
0.4992,0.6084,0.715,0.802,0.834,0.8734,0.88,0.8908,0.8962,0.8972
0.512,0.6284,0.7284,0.7906,0.8428,0.8736,0.8958,0.8996,0.9018,0.9058
0.4968,0.596,0.6716,0.7586,0.8180000000000001,0.8582,0.8964,0.92,0.9374,0.9412
0.5036,0.592,0.656,0.7108,0.7416,0.7694,0.78,0.7808,0.7906,0.798
0.5144,0.6112,0.6716,0.7292,0.7558,0.7762,0.773,0.7784,0.7842,0.794
0.4896,0.5142,0.502,0.5038,0.496,0.5122,0.5286,0.505,0.4988,0.4952
0.516,0.5272,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531
0.4988,0.5082,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108
0.5078,0.5816,0.6284,0.6602,0.686,0.7104,0.7238,0.7246,0.7294,0.7372
0.4862,0.585,0.671,0.7,0.7526,0.7876,0.811,0.8248,0.8364,0.8362
0.5052,0.5364,0.5456,0.5524,0.5548,0.5546,0.5544,0.5552,0.5552,0.5552
0.49,0.593,0.6866,0.734,0.7938000000000001,0.8284,0.8436,0.8596,0.8766,0.8744
0.5078,0.626,0.6926,0.7174,0.7552,0.7828,0.798,0.8078,0.8218,0.8214
0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483
0.5042,0.514,0.5136,0.5128,0.5002,0.5188,0.5016,0.501,0.5016,0.4994
