abm,k,score,labels
BR,3,0.6913
BR,4,0.6875
BR,5,0.6418
BR,6,0.5952
BR,7,0.5302
BR,8,0.4111
BR,9,0.4202
BR,10,0.4293
ECV,3,0.0865
ECV,4,0.1058
ECV,5,0.2874
ECV,6,0.3123
ECV,7,0.3777
ECV,8,0.3763
ECV,9,0.3959
ECV,10,0.3944
FF,3,0.3496
FF,4,-0.0008
FF,5,0.1957
FF,6,0.2746
FF,7,0.1889
FF,8,-0.0870
FF,9,0.3050
FF,10,0.0290
