abm,k,score,labels
BR,3,0.5995
BR,4,0.5234
BR,5,0.4282
BR,6,0.4213
BR,7,0.4094
BR,8,0.3881
BR,9,0.3784
BR,10,0.3674
ECV,3,0.5631
ECV,4,0.5706
ECV,5,0.5571
ECV,6,0.5589
ECV,7,0.5122
ECV,8,0.5273
ECV,9,0.5324
ECV,10,0.5244
FF,3,0.7119
FF,4,0.7006
FF,5,0.6754
FF,6,0.6541
FF,7,0.6297
FF,8,0.6055
FF,9,0.5873
FF,10,0.5784
