abm,k,score,labels
BR,3,0.7643
BR,4,0.7323
BR,5,0.7198
BR,6,0.6975
BR,7,0.6731
BR,8,0.5982
BR,9,0.5968
BR,10,0.5676
ECV,3,0.8978
ECV,4,0.8872
ECV,5,0.8366
ECV,6,0.8343
ECV,7,0.8162
ECV,8,0.7719
ECV,9,0.7743
ECV,10,0.7745
FF,3,0.9672
FF,4,0.9613
FF,5,0.9545
FF,6,0.9457
FF,7,0.9447
FF,8,0.9231
FF,9,0.8702
FF,10,0.8685
