,0
0,0.6686046551238536
1,0.3980851590408499
2,0.7125021414906811
3,0.5114829866893474
4,0.1181026825812695
5,0.8782641997711008
6,0.0477194062372277
7,0.7540035886896337
8,0.6677924123234543
9,0.7330388442218834
10,0.7834721109392025
11,0.4220621061707309
12,0.7908925040557833
13,0.0169465851561323
14,0.0576556110908069
15,0.01175904325909
16,0.5822821297119766
17,0.842266218035754
18,0.3279381126604666
19,0.8327902961037462
20,0.7792862932792343
21,0.5164965707131793
22,0.1198336852274524
23,0.2207872577884172
24,0.3324503343687787
25,0.0856765184169944
26,0.7736464914049977
27,0.0389244613914754
28,0.2527332908162905
29,0.6909955557224137
30,0.7449668865496037
31,0.3743620217801108
32,0.7947957661799455
33,0.4317087355107419
34,0.5075900852785742
35,0.473820685721932
36,0.0678266383597762
37,0.0907365158098995
38,0.7336217427745003
39,0.8781897715274084
40,0.1807018003294599
41,0.7321282167450875
42,0.1651326034774206
43,0.8777229495407199
44,0.4542850597939558
45,0.3669178281002796
46,0.4670064297090337
47,0.4579841086065215
48,0.6250011586869806
49,0.5989216893847495
50,0.7551674194936305
51,0.0954526317232656
52,0.3655493061519801
53,0.7663515018896859
54,0.4207034412983217
55,0.0908920700267875
56,0.1391094243044789
57,0.3208160442451143
58,0.2403670019550756
59,0.2095760391353534
60,0.2267906751303653
61,0.0090899743152578
62,0.0428740422760144
63,0.8354231143153346
64,0.8511666074852133
65,0.7055233630877931
66,0.1020796081145604
67,0.0579319236660748
68,0.7807093497094068
69,0.778285292631029
70,0.4672598919248093
71,0.157635244351584
72,0.5177198525246413
73,0.7494350162425291
74,0.4108719931236784
75,0.2331991799091544
76,0.7367853310331466
77,0.8177565388268089
78,0.042952482069315
79,0.9846819197569652
80,0.6656308452166756
81,0.3801060570951275
82,0.9476574064474504
83,0.7951417813450367
84,0.2011187495488584
85,0.5503168192555877
86,0.9754426462342494
87,0.5379287585628091
88,0.8569037010922543
89,0.4595102162651008
90,0.4408952254284507
91,0.974427221530449
92,0.380233457618323
93,0.8968766081449572
94,0.1361315084639908
95,0.8274496956273282
96,0.604268358719012
97,0.6421668791293766
98,0.3176599569863929
99,0.289034748851373
0,0.0292424845725715
1,0.7272131915560273
2,0.4896089802655674
3,0.8284572053255476
4,0.5053972157042469
5,0.8565896319601722
6,0.6463938003949362
7,0.8517224773236307
8,0.2808663901409906
9,0.9358976116806884
10,0.6529668415526096
11,0.5500752777476421
12,0.4449138874340592
13,0.8360309807949421
14,0.8132370830790797
15,0.6061560120850142
16,0.3126280275092611
17,0.8345419050864504
18,0.8990262620735447
19,0.5988790682281875
20,0.7174197310971603
21,0.4819257280218638
22,0.9256067178093924
23,0.6637758009525014
24,0.0692780965286496
25,0.7019956253655127
26,0.5029341781538093
27,0.7888604364173993
28,0.8415218344846513
29,0.5381456612718725
30,0.0293228280621694
31,0.7631402024403364
32,0.8425261537372837
33,0.9630117630008906
34,0.5901965146730174
35,0.9131578735377704
36,0.2066956168550723
37,0.7633220265852976
38,0.8438327094300835
39,0.3200281490423798
40,0.3370800950748668
41,0.4274428970566833
42,0.7281231101077871
43,0.7454508939212573
44,0.9701791785386978
45,0.5848806979345401
46,0.5067545860989713
47,0.380571695287593
48,0.0664233743907957
49,0.5595451785794615
50,0.858402204129477
51,0.903489012526985
52,0.050714021440398
53,0.3738459649988481
54,0.4563763196621752
55,0.5267115802929337
56,0.8236435072276314
57,0.8441275353358048
58,0.3627227200092794
59,0.692079489102982
60,0.4720671655002805
61,0.1770448463924726
62,0.9675335387335876
63,0.830745682833813
64,0.9903927673645382
65,0.7339999699656409
66,0.7422136542307703
67,0.8876902068362151
68,0.5551799658179029
69,0.5725879896434972
70,0.4861020584343353
71,0.4930555500531972
72,0.1420769187150334
73,0.6732558070163712
74,0.0186691794663983
75,0.9297296614592252
76,0.518326741272579
77,0.4543594086625678
78,0.7044417794838154
79,0.7702217346182952
80,0.4601595272329838
81,0.1869750608792606
82,0.5414433488045071
83,0.7252511107764086
84,0.6258532961845791
85,0.9535864739993496
86,0.6286092241102675
87,0.9428570535886656
88,0.8595075548074022
89,0.8073196070471659
90,0.9931491001913892
91,0.8786707918258132
92,0.1066168658987141
93,0.0852683035181905
94,0.6800078597786098
95,0.8605786564297405
96,0.6762871114334372
97,0.980562755979669
98,0.6343758197909323
99,0.6139931119625069
0,0.3530378372200877
1,0.547432131279528
2,0.2051364175277569
3,0.66416804537115
4,0.3928000034420134
5,0.5107989504363353
6,0.0979196705906547
7,0.2944542854830644
8,0.2439422442978445
9,0.5269126543521498
10,0.2459566618096454
11,0.6431062843899563
12,0.687208926085805
13,0.4144715085281458
14,0.9592068157975164
15,0.8701888190314425
16,0.7381719782189627
17,0.9434795857027896
18,0.4306899204409804
19,0.130319070516127
20,0.0652741115990329
21,0.4709248769528413
22,0.8546570958794644
23,0.6738684185091044
24,0.2077476263152502
25,0.6454859438897272
26,0.6983453407990076
27,0.7905003658248189
28,0.5904304728505458
29,0.827240061842989
30,0.3970936943215621
31,0.0959955147688903
32,0.5937851033587954
33,0.8982788048692965
34,0.2210263451640477
35,0.1477960430968289
36,0.5067613103321733
37,0.8542368179184079
38,0.0688113170953595
39,0.5527578932635667
40,0.5588307089710864
41,0.2086390327168327
42,0.1335563441690268
43,0.3253368724934485
44,0.4511074567032008
45,0.3510434403436236
46,0.1590230647195576
