,0,1,2,3,4,5,6,7,8,9
18,95.0,97.2,98.6,99.2,99.6,100.0,100.0,100.0,100.0,100.0
19,20.4,28.6,45.2,55.6,62.0,68.2,80.8,86.8,91.0,94.4
20,15.8,22.8,36.6,47.4,58.0,69.0,79.8,86.8,93.0,95.4
21,95.4,98.8,99.4,99.4,99.6,99.2,98.8,99.0,99.4,99.6
22,84.0,88.8,92.4,95.4,97.2,99.0,99.0,99.6,100.0,100.0
23,4.2,10.8,9.4,12.4,15.6,17.6,18.8,16.2,13.8,18.8
24,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,6.6,3.6,6.8,13.0,17.6,15.8,14.2,12.4,11.6,11.4
26,0.8,1.2,1.6,2.4,1.8,1.0,0.4,1.2,1.2,1.2
27,44.8,60.8,73.0,85.2,90.6,94.0,96.4,97.6,99.2,99.8
28,2.6,3.0,1.4,0.4,0.8,1.0,1.0,1.8,0.8,2.2
29,36.8,50.4,66.6,80.6,87.4,90.0,94.8,96.2,98.8,99.8
30,95.0,97.8,99.0,99.6,99.8,99.8,100.0,100.0,100.0,100.0
31,60.6,75.6,83.8,90.2,91.2,94.4,97.2,98.8,99.8,100.0
32,1.8,0.6,1.2,0.4,0.2,0.4,0.2,2.0,2.0,1.2
33,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.4,0.4,0.0
34,98.2,99.4,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35,6.0,7.0,13.6,14.6,16.0,15.0,15.6,16.0,20.2,22.8
36,82.6,88.0,90.0,92.4,94.2,96.6,98.2,99.4,99.6,100.0
37,35.8,54.4,68.2,79.4,86.0,90.0,93.8,95.2,97.0,98.4
38,98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
39,98.2,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
41,63.4,79.0,87.4,89.0,90.8,94.6,97.2,98.2,99.4,99.8
42,36.6,54.0,69.6,81.2,89.6,93.2,94.4,96.6,97.4,98.4
43,32.4,54.2,69.4,81.8,88.6,92.4,95.0,95.8,97.2,98.4
44,6.6,5.6,5.8,10.8,13.8,13.0,15.8,16.8,19.0,20.4
45,5.2,10.8,8.4,7.8,5.0,12.2,19.8,16.6,17.0,17.4
46,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
47,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
48,15.4,22.8,35.6,40.6,52.4,61.2,72.4,84.2,91.0,95.2
49,2.8,4.4,7.6,9.0,8.4,7.6,7.4,14.4,16.8,20.4
50,83.0,89.8,92.4,94.8,95.2,97.4,98.4,99.4,99.6,99.4
51,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
52,60.2,73.2,83.2,87.2,92.4,95.8,96.4,97.0,98.0,99.4
53,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
54,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.4
55,62.8,76.2,86.4,91.6,94.8,96.0,97.2,98.2,99.0,99.6
56,0.2,2.4,0.2,0.2,1.8,0.8,0.0,0.4,0.4,0.6
57,3.4,3.2,7.8,7.2,5.2,6.6,9.8,9.4,11.0,11.2
58,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0
59,83.2,88.4,91.8,94.2,95.2,96.8,98.8,98.8,98.8,99.4
60,41.8,63.6,76.0,85.0,91.6,96.6,97.2,97.4,98.0,99.4
61,93.8,98.2,98.8,99.2,99.6,99.8,100.0,100.0,100.0,100.0
62,1.0,1.6,0.6,2.0,0.0,1.0,0.4,3.6,0.4,0.8
63,62.6,77.6,87.2,90.6,93.4,96.0,97.6,98.6,98.8,99.6
64,93.8,97.8,98.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0
65,36.6,57.6,72.6,86.2,92.4,95.8,96.4,96.8,98.0,98.8
66,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
67,78.4,87.6,92.2,95.0,93.8,96.0,98.2,99.4,99.8,100.0
68,1.0,0.6,0.4,0.8,2.0,2.2,0.6,0.8,1.2,0.6
69,0.0,1.0,0.2,2.0,1.6,2.4,3.0,0.4,0.4,2.6
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
71,94.0,96.4,97.4,99.0,99.8,100.0,100.0,100.0,100.0,100.0
72,97.0,98.0,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0
73,82.8,88.8,91.0,93.4,95.6,95.6,97.0,98.4,98.8,99.6
74,0.4,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2
75,1.6,0.6,2.8,2.4,4.0,2.8,6.2,3.8,2.6,1.8
76,21.4,39.8,52.8,61.8,75.0,85.6,90.4,94.0,95.8,97.8
77,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
78,94.0,96.6,96.8,99.6,99.6,100.0,100.0,100.0,100.0,100.0
79,1.4,0.8,0.0,1.2,0.2,1.8,1.8,1.4,1.0,0.4
80,13.6,23.0,40.4,52.4,66.0,78.4,84.8,92.4,95.6,98.2
81,98.4,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
82,62.8,75.0,85.4,90.2,91.0,96.8,97.8,98.4,99.4,99.4
83,6.0,5.4,9.8,9.8,10.6,11.2,16.4,16.6,13.8,17.2
84,5.4,8.8,6.8,10.4,12.2,10.8,15.2,17.8,18.8,19.0
85,0.0,0.0,0.2,0.8,0.0,0.4,0.0,0.0,0.0,0.0
86,17.2,27.2,37.8,48.4,61.4,71.6,80.2,85.4,90.4,93.4
87,93.0,94.6,96.8,97.6,98.6,98.8,99.8,99.8,99.8,100.0
88,0.2,0.6,1.8,2.6,2.0,1.4,0.6,1.6,1.2,1.0
89,6.0,8.6,9.8,11.4,9.6,9.4,14.0,14.0,18.4,15.6
90,2.0,0.0,1.0,0.2,1.8,0.2,0.6,3.2,1.6,0.4
91,62.2,77.2,88.6,92.2,95.0,96.8,97.4,98.6,99.4,99.6
92,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
93,0.0,0.2,0.0,0.0,0.4,0.0,0.8,0.0,0.4,0.0
94,95.6,98.2,99.2,98.8,99.4,99.6,99.8,100.0,100.0,100.0
95,38.4,61.6,76.8,82.4,88.4,93.2,96.0,98.0,98.4,99.2
96,62.0,76.4,88.6,94.0,95.6,97.2,98.0,98.8,98.2,98.8
97,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
98,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,63.0,74.0,84.6,90.0,94.6,97.0,97.8,98.8,99.4,99.6
1,3.8,2.2,0.4,0.6,0.6,0.6,1.4,2.0,0.4,0.2
2,40.0,60.8,75.8,84.4,89.6,94.4,95.6,96.2,97.2,98.4
3,94.2,96.6,97.8,97.8,98.8,99.0,98.8,99.0,100.0,100.0
4,93.4,95.4,97.0,99.2,99.8,99.8,99.8,99.8,100.0,100.0
5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,61.8,79.6,87.2,90.2,94.6,96.4,98.4,98.0,97.8,99.4
7,2.4,8.6,6.2,12.2,11.4,11.8,15.4,19.2,23.4,18.6
8,64.4,75.4,85.0,90.8,92.8,96.6,98.2,98.2,98.4,99.0
9,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0
10,17.6,28.0,45.2,50.0,66.6,78.6,87.0,91.8,97.0,98.2
11,18.6,33.8,41.4,51.4,63.4,72.6,80.6,88.6,92.8,93.6
12,98.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,38.6,59.4,71.4,82.4,89.0,92.2,95.8,97.0,98.4,99.0
15,98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,98.4,99.2,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0
17,42.4,63.2,79.4,86.4,91.8,94.8,97.0,98.2,98.6,99.8
18,1.0,1.0,0.8,0.8,0.4,1.4,3.0,2.6,1.2,2.0
19,15.4,26.4,37.2,45.0,56.2,67.0,74.6,80.0,87.4,92.4
20,1.4,0.2,0.8,0.2,0.0,0.6,3.2,1.2,1.6,2.0
21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
22,83.0,90.2,93.2,94.0,94.4,96.8,99.4,99.6,99.6,99.6
23,41.2,61.4,75.2,86.0,90.2,94.0,96.4,97.6,98.6,98.8
24,35.0,55.6,71.2,82.2,89.2,94.2,95.8,97.4,98.8,99.8
25,95.4,97.8,98.2,99.4,99.8,99.6,100.0,100.0,100.0,100.0
26,2.6,7.8,9.2,14.4,14.8,15.0,17.4,16.6,23.8,21.8
27,95.4,98.2,98.8,98.8,99.2,99.0,99.0,99.8,99.8,100.0
28,40.6,61.2,77.2,86.2,91.0,96.0,96.6,97.6,98.4,98.8
29,81.8,90.2,92.0,95.4,96.0,98.0,99.2,99.6,99.8,99.8
30,99.0,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
32,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33,5.0,3.2,10.6,9.8,12.0,11.0,13.4,13.4,15.6,18.2
34,98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35,5.6,13.2,10.2,10.8,9.0,8.8,10.6,11.0,8.8,11.6
36,82.8,87.2,89.4,93.6,95.4,96.2,97.8,99.0,99.4,99.8
37,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
38,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
39,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40,17.8,27.2,36.4,48.0,52.8,65.6,77.6,87.4,94.2,97.0
41,85.8,89.2,92.6,95.6,96.0,96.6,97.6,99.2,99.4,99.8
42,94.4,97.4,98.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0
43,82.2,90.2,92.2,94.6,96.6,97.4,98.6,99.0,99.2,99.4
44,5.8,5.6,6.6,10.8,8.8,10.4,13.4,16.0,19.2,22.0
45,80.6,87.6,91.8,95.6,98.0,99.0,99.2,99.4,100.0,100.0
46,0.8,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0
47,3.8,5.8,6.8,5.4,11.0,7.0,8.0,8.2,11.4,13.2
48,61.6,78.0,89.4,94.0,96.8,97.8,98.6,99.6,99.6,99.6
49,31.2,53.4,71.2,81.6,89.8,93.4,96.4,98.4,99.2,99.4
50,15.4,23.8,32.2,40.6,51.2,65.2,72.2,84.0,89.0,93.6
51,15.0,21.4,28.6,45.8,51.0,61.8,69.4,81.0,87.0,92.0
52,39.0,59.2,71.2,79.6,89.4,95.6,97.4,98.4,99.0,99.4
53,95.0,98.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0
54,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.0,0.0
55,79.2,85.6,91.4,95.6,97.0,97.6,98.6,99.6,100.0,100.0
56,20.2,30.4,44.0,53.6,64.8,73.2,84.4,91.2,95.0,97.6
57,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
58,0.2,0.4,1.4,1.4,0.0,1.0,0.2,1.6,0.8,1.8
59,93.0,96.0,98.0,98.6,99.2,99.6,99.4,100.0,100.0,100.0
60,98.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
61,16.4,29.8,38.0,43.4,52.8,68.8,77.8,84.2,89.4,94.6
62,94.0,96.8,97.6,98.2,99.2,99.2,100.0,100.0,100.0,100.0
63,4.8,8.6,9.8,16.0,17.0,19.2,14.8,15.8,18.6,20.8
64,84.8,89.6,93.8,94.8,94.8,95.6,97.6,99.4,99.8,99.8
65,82.0,87.8,90.8,92.2,95.0,97.4,98.2,98.8,99.4,100.0
66,98.2,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,12.8,27.2,38.8,46.0,55.0,68.4,78.8,81.2,90.4,95.0
69,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
70,59.8,73.6,85.4,89.2,92.4,96.6,97.6,98.2,98.8,99.2
71,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
72,1.0,1.2,0.4,0.6,0.2,0.2,0.4,0.6,1.0,0.8
73,18.4,25.4,25.6,38.2,47.0,52.8,62.2,72.8,82.2,87.6
74,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,99.4,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
76,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
77,0.2,0.4,0.6,0.2,0.6,2.4,2.2,0.2,2.4,0.4
78,61.2,77.2,85.4,92.4,95.6,97.4,98.8,99.4,99.6,99.8
79,15.0,26.4,32.4,42.4,50.8,62.8,68.8,81.6,89.2,94.4
80,37.2,61.6,73.4,83.8,89.2,93.4,96.8,98.2,99.0,99.0
81,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,0.0
82,99.0,99.2,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0
83,35.4,55.0,70.8,81.2,88.6,94.8,96.8,98.0,98.4,98.8
84,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
85,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
86,34.0,56.4,65.6,78.2,88.0,92.6,95.4,96.8,98.0,99.6
87,5.2,2.6,4.2,10.0,13.2,13.0,12.0,11.0,11.8,13.8
88,95.2,96.2,96.4,98.2,99.2,99.0,99.8,100.0,100.0,100.0
89,60.2,77.4,86.8,92.6,95.2,96.2,98.4,99.0,99.2,99.6
90,98.8,99.6,99.2,99.8,99.8,100.0,100.0,100.0,100.0,100.0
91,5.8,10.8,15.0,12.6,12.2,10.2,19.2,19.6,19.4,21.4
92,62.2,78.4,87.2,91.6,96.4,98.0,98.6,99.2,99.6,99.8
93,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
94,33.6,47.6,62.4,75.4,84.4,91.2,94.8,97.0,97.6,99.2
95,31.4,48.2,65.6,78.6,86.0,91.8,96.0,98.2,99.2,99.6
96,95.0,98.2,98.8,99.2,99.0,99.6,100.0,100.0,100.0,100.0
97,6.0,3.8,3.6,10.8,13.0,14.0,15.8,20.0,16.0,25.2
98,40.2,52.2,70.2,80.6,87.8,92.0,95.6,97.2,97.8,98.8
99,4.6,2.8,7.6,6.4,6.0,9.4,10.4,8.6,8.0,9.6
0,84.6,85.2,91.6,93.8,96.2,99.2,99.4,99.6,99.6,100.0
1,82.8,88.0,91.0,92.6,96.4,97.0,98.0,98.4,98.6,98.8
2,20.4,33.4,45.2,56.6,61.2,69.2,77.2,86.0,91.2,94.2
3,82.0,86.6,90.8,93.2,95.6,97.2,97.6,98.6,99.0,99.6
4,14.6,29.2,35.2,40.2,54.2,62.8,77.0,82.4,88.6,92.0
5,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,98.2,99.6,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0
7,79.2,86.6,92.4,94.4,96.0,97.2,97.8,98.2,99.0,99.8
8,1.8,1.4,0.0,2.0,0.0,1.6,1.6,2.2,0.4,4.4
9,18.0,24.2,32.2,36.4,47.2,54.4,66.8,70.0,75.2,82.6
10,41.6,60.0,71.8,81.2,89.8,94.2,96.8,97.4,98.8,99.4
11,93.8,96.2,97.2,98.2,99.2,99.2,99.4,99.8,99.8,99.8
12,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,92.4,94.8,96.0,98.0,98.8,99.4,99.2,99.4,100.0,100.0
14,0.2,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.0
15,94.6,96.8,98.2,99.0,99.0,99.6,100.0,100.0,100.0,100.0
16,16.8,27.2,34.8,50.8,61.6,72.8,78.6,84.4,90.4,93.0
17,98.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
18,0.0,0.0,0.6,0.0,0.4,0.0,0.2,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0
20,4.0,1.8,0.6,0.4,1.0,0.0,0.6,0.8,0.2,1.2
21,96.0,98.4,98.4,99.0,99.2,99.6,99.8,100.0,100.0,100.0
22,4.6,4.8,9.6,6.6,12.2,14.4,17.4,19.8,18.8,22.2
23,81.0,86.8,91.2,94.4,96.6,98.6,98.2,99.0,99.8,100.0
24,37.4,58.4,74.4,83.0,90.6,96.6,98.0,99.0,99.8,99.8
25,97.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,83.0,88.8,92.4,95.4,97.6,99.0,99.2,99.6,99.8,100.0
28,64.2,74.0,85.4,91.0,96.0,98.0,98.8,99.2,99.2,99.6
29,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0
30,62.2,78.0,83.0,89.0,92.2,93.8,96.8,97.8,98.4,98.4
31,7.8,12.6,12.8,13.2,14.0,15.0,18.4,19.0,19.0,22.6
32,15.4,24.6,31.8,41.0,50.2,58.4,71.8,77.6,86.6,91.4
33,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0
34,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
36,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
37,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
38,59.2,72.4,83.8,89.8,93.2,95.8,96.4,98.0,99.6,99.8
39,82.0,88.0,92.4,94.0,94.2,95.6,95.8,96.8,98.2,99.0
40,0.2,0.8,1.2,1.6,1.6,0.0,1.0,0.4,0.8,0.6
41,21.0,24.6,29.6,38.0,46.4,61.2,68.8,78.2,86.4,90.6
42,5.6,7.2,9.4,12.8,12.2,6.4,10.2,16.8,16.6,15.4
43,57.8,74.4,84.6,91.0,95.8,97.6,98.0,98.8,99.4,100.0
44,0.4,0.2,0.8,1.2,2.8,1.0,1.2,2.6,0.8,0.4
45,99.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
46,3.2,14.0,7.2,8.6,13.6,8.6,19.2,19.4,24.6,22.4
47,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
48,16.6,23.8,29.0,39.4,55.8,60.6,71.4,81.6,90.4,93.4
49,99.2,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
50,83.2,87.8,89.8,92.6,94.6,95.4,97.6,99.0,99.2,99.0
51,38.6,59.2,71.2,84.8,90.2,93.4,95.8,97.2,97.2,97.8
52,95.4,95.8,97.8,97.0,97.8,98.2,99.6,99.8,99.8,100.0
53,4.2,6.0,10.0,13.0,19.4,13.2,16.4,14.8,13.6,17.6
54,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
55,82.8,87.4,90.6,94.8,97.6,98.4,99.2,99.2,99.6,99.6
56,63.4,78.0,87.6,91.4,94.4,96.4,97.2,97.6,98.8,99.4
57,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
58,66.0,77.8,84.0,89.0,91.2,95.2,97.2,98.6,99.0,99.4
59,7.0,7.6,11.0,12.2,13.0,13.8,19.4,19.8,23.2,25.0
60,61.8,77.4,88.0,92.0,95.2,96.8,98.4,98.8,99.0,99.6
61,85.2,89.0,91.0,92.4,94.4,95.0,96.2,97.6,98.0,98.6
62,63.0,76.4,86.6,92.0,95.4,96.8,98.2,99.0,99.8,99.8
63,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
64,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
65,94.2,97.0,98.2,98.6,99.6,99.8,99.8,100.0,100.0,100.0
66,98.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
67,18.6,27.4,37.8,44.6,58.2,70.6,78.0,87.6,91.8,94.6
68,17.8,23.6,30.8,38.6,50.4,58.6,73.4,84.2,88.8,91.8
69,14.2,19.8,29.0,35.0,43.0,55.2,65.2,72.4,84.2,89.8
70,97.8,99.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
71,2.6,5.4,8.4,13.0,13.8,18.8,19.6,17.8,23.2,32.0
72,92.0,96.0,98.6,99.2,99.4,99.6,99.8,100.0,100.0,100.0
73,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
74,0.6,0.2,2.8,1.8,0.6,1.2,1.0,0.2,0.2,0.6
75,16.0,22.6,29.4,48.8,60.4,68.2,77.2,82.8,90.0,92.0
76,95.4,95.8,98.2,98.8,99.6,100.0,100.0,100.0,100.0,100.0
77,98.6,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
78,58.8,72.6,83.2,90.8,92.8,94.8,97.4,97.6,99.2,99.2
79,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
80,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2
81,60.6,73.8,87.6,92.4,96.2,97.2,98.6,99.0,99.6,100.0
82,1.8,0.8,3.0,0.0,1.2,1.4,1.6,1.6,0.0,2.4
83,94.4,97.2,98.2,98.2,99.0,99.4,99.8,99.8,99.8,99.8
84,83.0,88.0,93.2,95.0,96.4,97.4,98.6,99.4,99.4,99.2
85,20.2,33.0,40.4,50.0,58.4,69.2,78.0,85.4,91.8,94.4
86,99.4,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
87,62.2,78.0,83.2,86.8,92.4,96.0,97.6,98.4,99.2,99.6
88,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
89,11.4,16.8,27.6,38.8,48.6,58.2,67.0,71.0,78.0,84.6
90,4.4,1.8,0.4,0.2,0.4,0.6,1.0,0.2,2.4,3.4
91,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,41.2,58.2,74.6,85.6,91.4,96.0,97.6,98.0,98.6,99.4
93,15.8,22.6,26.6,35.0,49.0,61.8,72.6,81.2,87.4,92.6
94,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
95,4.8,8.8,7.2,9.8,12.0,8.4,12.0,12.8,12.6,14.4
96,2.6,5.8,13.2,16.4,13.6,12.6,14.0,19.2,19.8,26.8
97,61.4,75.8,86.8,91.0,94.2,95.6,96.2,97.8,98.4,99.0
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99,1.4,2.8,1.2,1.4,0.6,0.4,0.6,1.2,1.6,3.2
0,79.8,86.8,90.8,93.6,95.4,96.2,97.2,98.6,99.0,99.2
1,95.2,98.6,98.8,98.6,99.0,99.6,99.8,99.8,99.6,99.8
2,38.2,52.4,68.6,82.4,88.6,93.8,97.2,98.6,99.4,99.8
3,98.6,99.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0
4,16.6,26.6,30.8,40.4,52.4,61.4,72.6,82.6,87.6,93.2
5,0.8,0.4,0.8,0.8,1.2,1.6,6.6,4.4,3.2,2.0
6,56.0,76.2,84.4,90.4,92.2,95.4,96.4,97.2,98.2,99.0
7,41.4,59.6,74.0,81.0,88.8,93.4,96.8,98.4,99.0,99.4
8,94.2,96.2,97.6,98.6,99.0,98.8,99.6,99.8,99.8,100.0
9,16.8,31.2,36.8,50.2,64.6,72.4,80.0,86.8,91.0,94.4
10,43.2,58.8,72.2,82.0,88.8,94.0,97.2,98.6,98.6,99.2
11,34.2,53.8,69.2,80.8,89.0,94.6,96.8,98.6,99.2,99.6
12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,61.0,78.4,87.8,91.6,95.0,96.8,97.4,98.6,99.0,99.4
14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
15,59.2,76.8,86.0,90.6,94.4,96.6,98.8,99.6,99.8,100.0
16,3.0,4.8,7.8,13.0,17.2,17.0,19.4,22.6,28.8,32.2
17,99.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
18,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.4,0.4,0.0
20,14.8,28.6,39.2,47.0,58.0,60.4,77.4,83.6,89.0,94.6
21,65.2,80.4,86.8,93.2,96.4,98.0,99.4,99.8,99.8,99.6
22,99.4,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
23,94.8,97.6,98.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0
24,98.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,60.8,76.6,85.6,91.0,95.0,97.2,99.2,99.4,99.8,100.0
26,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,63.8,80.8,86.2,91.4,94.0,95.4,97.8,97.8,98.6,99.4
28,16.6,24.0,34.4,41.0,53.0,58.0,66.2,78.0,85.2,91.6
29,1.6,1.4,3.2,2.4,0.0,1.4,2.4,0.2,0.8,1.8
30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31,84.6,89.0,90.8,95.8,96.6,98.2,98.6,99.0,99.4,99.6
32,83.4,87.8,91.2,93.8,96.2,99.2,99.6,99.6,99.8,99.8
33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
34,4.6,9.2,7.0,8.2,10.4,13.0,18.8,17.8,22.4,27.6
35,0.0,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.2,0.0
36,40.8,63.0,81.6,89.4,93.4,96.4,97.8,98.4,99.0,99.4
37,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
38,95.4,98.0,98.8,99.0,99.2,99.6,99.4,100.0,100.0,100.0
39,5.6,6.4,6.0,13.2,12.6,12.0,13.8,13.2,17.0,15.2
40,21.2,37.0,45.0,49.0,60.0,68.8,80.2,85.2,90.8,93.0
41,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
42,83.4,87.8,92.0,94.8,96.8,98.0,98.8,99.2,99.4,99.8
43,99.2,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
44,0.8,0.8,0.6,0.4,1.0,1.6,1.8,2.8,0.8,0.0
45,6.0,3.8,9.4,8.8,5.6,7.2,9.0,14.4,12.4,15.2
46,64.6,81.0,89.0,93.8,96.2,97.6,98.8,99.4,99.6,100.0
47,94.8,97.0,97.8,98.2,98.4,98.0,99.2,99.4,99.4,99.6
48,1.6,2.0,1.2,0.4,2.4,1.8,0.6,1.2,0.8,1.8
49,93.8,96.0,98.0,99.0,99.4,99.0,98.8,99.8,99.6,99.8
