0,1,2,3,4,5,6,7,8,9
0.5088,0.4996,0.4856,0.5156,0.5128,0.5376,0.5168,0.529,0.5082,0.526
0.5144,0.6126,0.67,0.7178,0.778,0.799,0.8278,0.8408,0.8418,0.8424
0.4998,0.5032,0.5044,0.5132,0.4986,0.506,0.5084,0.5002,0.498,0.519
0.491,0.4954,0.4954,0.4954,0.4954,0.4954,0.4954,0.4954,0.4954,0.4954
0.5102,0.5172,0.5266,0.5367999999999999,0.5252,0.5212,0.5392,0.5386,0.5716,0.5554
0.4988,0.6248,0.7218,0.787,0.8196,0.8432,0.8474,0.8596,0.873,0.8866
0.48,0.4946,0.5218,0.5774,0.6334,0.6656,0.7474,0.8152,0.8774,0.9234
0.5084,0.5416,0.5544,0.5704,0.5792,0.581,0.5851999999999999,0.5851999999999999,0.5851999999999999,0.5851999999999999
0.4972,0.513,0.5244,0.5392,0.5392,0.5596,0.5528,0.559,0.5714,0.5822
0.5142,0.5186,0.5104,0.5134,0.5228,0.5216,0.53,0.5292,0.5282,0.5266
0.4834,0.4928,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497
0.4954,0.5544,0.6368,0.7108,0.7886,0.8418,0.8874,0.9252,0.9338,0.9306
0.5016,0.5274,0.5456,0.552,0.5566,0.5582,0.5598,0.5598,0.5598,0.5598
0.4886,0.4982,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
0.495,0.6296,0.699,0.7684,0.8046,0.8356,0.8582,0.86,0.866,0.872
0.4892,0.526,0.539,0.549,0.553,0.5544,0.5546,0.5546,0.5546,0.5546
0.487,0.4992,0.5046,0.5086,0.5118,0.5198,0.513,0.5128,0.5164,0.5206
0.5124,0.523,0.5256,0.5256,0.5256,0.5256,0.5256,0.5256,0.5256,0.5256
0.5036,0.629,0.7118,0.774,0.823,0.8336,0.8482,0.8472,0.8656,0.8688
0.4878,0.5504,0.5984,0.6322,0.6646,0.6996,0.725,0.7344,0.7392,0.7462
0.5078,0.6044,0.6872,0.7414,0.7864,0.8222,0.851,0.8536,0.869,0.8726
0.502,0.5924,0.6522,0.7022,0.7268,0.741,0.7548,0.7664,0.7688,0.7688
0.4942,0.604,0.7038,0.7704,0.8150000000000001,0.8582,0.8852,0.8982,0.9012,0.9036
0.5202,0.6074,0.6706,0.698,0.7186,0.741,0.7612,0.767,0.7728,0.7802
0.4946,0.5672,0.6224,0.6864,0.743,0.773,0.788,0.8056,0.8076,0.8142
0.5028,0.5372,0.557,0.5628,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656
0.4992,0.5316,0.5482,0.5584,0.5676,0.5676,0.5734,0.578,0.5846,0.587
0.49019999999999997,0.6214,0.7154,0.7938,0.8278,0.846,0.8736,0.8852,0.892,0.8932
0.5002,0.546,0.5878,0.5968,0.5978,0.6016,0.605,0.6058,0.6058,0.6058
0.4908,0.4908,0.4908,0.4908,0.4908,0.4908,0.4908,0.4908,0.4908,0.4908
0.5092,0.5928,0.7308,0.7568,0.8234,0.847,0.8676,0.8816,0.8836,0.8904
0.4938,0.4936,0.5152,0.509,0.4952,0.49879999999999997,0.52,0.5208,0.5088,0.5044
0.507,0.5624,0.6384,0.7478,0.8130000000000001,0.8868,0.9078,0.9288,0.9376,0.9374
0.494,0.5454,0.6362,0.737,0.8052,0.8806,0.9188000000000001,0.928,0.951,0.9578
0.487,0.5108,0.576,0.581,0.6268,0.6946,0.726,0.7598,0.8322,0.8684000000000001
0.5122,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134
0.491,0.5992,0.6674,0.7508,0.828,0.856,0.8768,0.8976,0.8986,0.9024
0.5002,0.5342,0.5706,0.6144,0.622,0.6354,0.6358,0.638,0.638,0.638
0.4884,0.6106,0.6828,0.755,0.7998,0.8338,0.8584,0.867,0.882,0.8852
0.4972,0.563,0.6214,0.6724,0.695,0.7154,0.7224,0.7354,0.7384,0.7426
0.4822,0.534,0.6242,0.714,0.7996,0.8794,0.8966,0.911,0.9486,0.9554
0.5016,0.5032,0.5198,0.5236,0.5348,0.5512,0.559,0.5774,0.5828,0.606
0.4906,0.6174,0.697,0.7542,0.7822,0.8168,0.8306,0.848,0.854,0.8616
0.505,0.5367999999999999,0.5774,0.6438,0.6726,0.7228,0.7622,0.8256,0.8834,0.9334
0.4972,0.5552,0.6306,0.7302,0.7814,0.8746,0.8856,0.9236,0.9422,0.954
0.5006,0.5062,0.5112,0.5174,0.5156,0.5134,0.522,0.5204,0.5128,0.4958
0.49219999999999997,0.5004,0.5012,0.5266,0.5115999999999999,0.5034,0.5212,0.4994,0.5098,0.4976
0.511,0.5406,0.565,0.5804,0.5888,0.594,0.6016,0.6078,0.6096,0.6123999999999999
