0,1,2,3,4,5,6,7,8,9
0.4938,0.506,0.501,0.4986,0.5256,0.4904,0.5024,0.505,0.5085999999999999,0.5065999999999999
0.496,0.5224,0.5804,0.611,0.6338,0.6984,0.7464,0.7834,0.8202,0.8794
0.513,0.5938,0.6696,0.767,0.8230000000000001,0.8644000000000001,0.9016,0.9312,0.9420000000000001,0.9514
0.5048,0.6314,0.7292,0.7892,0.8262,0.8546,0.8722,0.8782,0.8764,0.8848
0.4978,0.5166,0.563,0.585,0.6178,0.7188,0.7212000000000001,0.7932,0.834,0.8662
0.4968,0.5327999999999999,0.5528,0.5754,0.5848,0.5988,0.6054,0.6172,0.6232,0.6232
0.4868,0.5118,0.509,0.4974,0.5088,0.4878,0.52,0.5168,0.5088,0.5194
0.4938,0.6168,0.7116,0.7736,0.8206,0.8528,0.8694,0.8846,0.8836,0.8876000000000001
0.4892,0.6054,0.6834,0.739,0.783,0.8324,0.858,0.8748,0.8898,0.894
0.522,0.622,0.6668,0.6954,0.7208,0.735,0.749,0.7544,0.7544,0.7544
0.4914,0.4948,0.4948,0.4948,0.4948,0.4948,0.4948,0.4948,0.4948,0.4948
0.4864,0.5634,0.6108,0.672,0.7072,0.7286,0.7418,0.7578,0.763,0.7726
0.4992,0.5676,0.628,0.6824,0.7276,0.7474,0.772,0.778,0.7874,0.7874
0.4866,0.4896,0.4926,0.4926,0.4926,0.4926,0.4926,0.4926,0.4926,0.4926
0.4948,0.5088,0.4898,0.5026,0.5078,0.5154,0.4954,0.4986,0.5088,0.507
0.505,0.529,0.5162,0.5448,0.5526,0.5738,0.5776,0.5814,0.5904,0.6078
0.5014,0.5228,0.5154,0.5104,0.5054,0.5102,0.5184,0.5068,0.505,0.4938
0.4982,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994
0.493,0.5538,0.6018,0.6332,0.6544,0.6804,0.6906,0.7094,0.7082,0.7202
0.4874,0.4994,0.5192,0.519,0.531,0.5619999999999999,0.542,0.5554,0.567,0.5638
0.5076,0.517,0.5172,0.522,0.5308,0.5312,0.5508,0.5672,0.5874,0.5954
0.494,0.5376,0.5868,0.6324,0.6726,0.7468,0.862,0.9226,0.9582,0.9748
0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498
0.5008,0.5162,0.4984,0.5088,0.5062,0.508,0.5044,0.4938,0.5112,0.5204
